O	Then the results are compared with the prevalent meta-heuristic methods (e.g., ACO, GRASP and VNS). Also, Abedi, et al. (2015) expressed a bi-objective model to minimize makespan and total weighted tardiness and earliness with release time for jobs and capacity limits in compatible job families.
P	In non-identical parallel BPMs to minimize the makespan, Damodaran, et al. (2011) and Damodaran, et al. (2012) presented a particle swarm optimization (PSO) algorithm.
P	Xu and Bean (2007) considered an integer programming model that minimizes the total completion time and used the GA to solve this model. 
P	Suhaimi and Damodaran (2014) proposed a Lagrangian relaxation method, and then compared with PSO and RKGA in the literature.
P	Hulett and Damodaran (2015) presented a mathematical model to minimize total weighted tardiness of jobs and solved by the PSO algorithm and finally compared with the differential evolution algorithm.
P	Jia, et al. (2015) presented many heuristic methods to minimize makespan.
O	on an unbounded BPMs, Feng, et al. (2013) studied two groups scheduling, namely A and B, with different objective functions.
P	In unrelated parallel BPMs, Li, et al. (2013) and Arroyo and Leung (2017) proposed several heuristics that minimize the makespan.
O	Also, Shahvari and Logendran (2015) and (2017) considered incompatible job families and several assumptions to minimize the total weighted tardiness and total weighted completion time in s-batching machines.
P	In uniform parallel BPMs, for minimizing the makespan, Zhou, et al. (2016) considered different assumptions, proposed a discrete differential evolution (DE) algorithm, and then compared the results with PSO and RKGA. Jiang, et al. (2016) considered batch transportation, then proposed hybrid algorithm DPSO-GA.
O	Batches processing times can be constant or variable (Chang, et al. 2004).
O	Because of the importance of these cost reductions on improving the performance of companies, a multiobjective mixed-integer non-linear programming model considering ready times according to the models proposed by Xu, et al. (2013) and Li, et al. (2013) is presented.
O	Pareto solutions in a multi-objective problem are a set of non-dominated points that dominate all other solutions, and often known as Pareto front (Deb, et al. 2002).
P	HS algorithm, like GA, is a kind of improving and evolutionary algorithm based on the logic of musicians to find the best harmony and compose the most beautiful music, harmony search (HS) method presented by Geem, et al. (2001).
O	In this study, the non-dominated ranking and sorting approach suggested by Deb, et al. (2002) is used for finding a Pareto-optimal methodology.
O	Various studies in this area have used this method to optimize their decision variables, such as Damodaran, et al. (2012), Suhaimi and Damodaran (2014) and Hulett and Damodaran (2015). 
O	The MOPSO algorithm used in this paper is the same as Coello Coello, et al. (2004).
P	This, Deb, et al. (2002) introduced a modified method, namely NSGA-II, which is one of the most efficient and strongest available algorithms for solving multi-objective optimization problems and obtains Pareto-optimal points by a non-dominance rule (not dominated). 
O	This new version uses the crowded distance calculation, which has proper extension in the changes area of the objective functions and gives the freedom of a selection of its considered design among optimized designs to designer (Deb, et al. 2002). 
P	The ACO algorithm firstly introduced by Dorigo, et al. (1991) and Dorigo (1992). 
P	It is a very common algorithm used in several studies in various fields, including parallel BPMs models (Cheng, et al., 2013; Xu, et al., 2013; and Chen, et al., 2010).
O	It is used for solving the proposed model and is similar to the approach proposed by L´opez-Ib´a˜nez (2004) and Cheng, et al. (2013).
O	Similarly for representing the second vector to the ACO approach, it is assumed that each node represents a job and each path represents assignment of the jobs to the machines as same as the approach used by Cheng, et al. (2013).
O	Implementing examinations according to optimum factors (Cheng and Chang, 2007).
O	Therefore, we match this array with our problem by adjustment techniques (Lee, et al. 1996).
O	Sample problems are created according to sample problems in Damodaran, et al. (2009).
O	The production environment is studied in the mentioned paper (Tavakkoli-Moghaddam, et al. 2007), is flow shop; Therefore, after changing this equation and modifying it, it is matched with a batch parallel machines production environment.
O	In this section, in order to compare the results achieved by algorithms, some comparison metrics of meta-heuristic algorithms are introduced by Tavakkoli-Moghaddam, et al. (2007). 
O	This criterion presented by Scott (1995). 
P	At last, two different types of test problems considering various aspects of jobs and machines based on Damodaran, et al. (2009) have been considered and solved by four foregoing proposed algorithms.
O	Applications of assembly scheduling in industry and services have been reported in several works: Potts et al. (1995) describe the case of personal computer manufacturing where the different components of the computer are produced in the first stage to be later assembled in a second stage (a packaging station).
O	Lee et al. (1993) describe the case of a fire engine assembly plant. In this case, the body and chassis of fire engines are produced in parallel, and assembled in a second stage.
P	Finally, another application is presented by Al-Anzi and Allahverdi (2006a); 2006b) and Allahverdi and Al-Anzi (2006) in the area of distributed database systems.
P	This problem has been first tackled by Lee et al. (1993), and its NP-hardness in the strong sense (even when the first stage is composed of 2 machines in parallel) has been established by Potts et al. (1995).
P	A number of efficient heuristics for the problem have been proposed by Sun et al. (2003).
P	Regarding exact solutions, the best approach is the Branch & Bound algorithm proposed by Hariri and Potts (1997), which in many cases is able to schedule up to 8000 jobs in less than 100 s.
O	Other objective considered in the literature is the maximum lateness (Al-Anzi and Allahverdi, 2006b; Allahverdi and AlAnzi, 2006).
O	Finally, additional constraints such as setup times (AlAnzi and Allahverdi, 2007), more than one machine in the second stage (Al-Anzi and Allahverdi, 2013; Sung and Kim, 2008), or additional stages for the transportation of components (Koulamas and Kyparisis, 2001; Shoaardebili and Fattahi, 2015) have been also addressed.
N	As mentioned above, our paper is devoted to the 2-stage assembly scheduling problem with the minimisation of total completion time as objective, which can be denoted as Am||jCj according to the notation in Potts et al. (1995).
O	Minimisation of the total completion time is an important scheduling objective since completion time can be viewed as a surrogate for the cycle time of the jobs, which in turns influences the inventory levels and the lead times that can be quoted by a company (Framinan et al., 2014).
O	Another connection is with the customer order scheduling problem with total completion time as objective (see e.g. Framinan and Perez-Gonzalez, 2017; Leung et al., 2005), denoted as PDm||jCj.
N	The first reference for total completion time minimisation is Tozkapan et al. (2003), where the authors address the problem (weighted minimisation) for the first time.
N	Al-Anzi and Allahverdi (2006a) also address this problem, stating some conditions that the processing times of an instance must fulfil to be optimally solved, and proposing both constructive heuristics and metaheuristics for the problem.
O	This problem has been addressed for the total completion time objective first by Sung and Kim (2008) when there are two assembly machines, and later generalised for m ≥ 2 assembly machines by Al-Anzi and Allahverdi (2012).
P	The most efficient approximate method for the problem is the Artificial Immune Intelligence (AIS) metaheuristic by Al-Anzi and Allahverdi (2013), as these authors conduct an exhaustive computational experience showing that AIS outperforms the rest of existing approximate methods.
O	To the best of our knowledge, this problem has been addressed only by Xiong et al. (2014), also considering setup times.
P	These authors propose the so-called ESPT constructive heuristic that could be potentially interesting for our problem and indeed, when there is only one factory and no setups are considered, it is equivalent to one of the already mentioned constructive heuristics by Al-Anzi and Allahverdi (2006a).
P	Finally, Al-Anzi and Allahverdi (2006a) study a number of theoretical properties for the problem under consideration.
O	As mentioned in Section 1, a number of properties for the problem have been studied by Al-Anzi and Allahverdi (2006a).
O	Theorem 1 establishes the conditions for the first stage to be dominant in a similar way to Theorem 1 in Al-Anzi and Allahverdi (2006a).
O	Corollary 3 expresses the specific conditions for the secondstage SPT rule to be optimal for the assembly problem, therefore it would correspond – albeit with different conditions due to a flaw in the proof – to Theorem 2 in Al-Anzi and Allahverdi (2006a).
O	First, to design a testbed where the instances do not belong to the extreme cases, as there are specific algorithms available for these problems: If the first stage is dominant, there are several efficient algorithms for the problem, most notably the algorithm by Framinan and Perez-Gonzalez (2017).
P	The first constructive heuristics for the problem have been proposed by Tozkapan et al. (2003).
P	The A1 and A2 algorithms are compared with TCK1 and TCK2 by Al-Anzi and Allahverdi (2006a), resulting that the best performance is obtained by TCK2 and A1.
P	This strategy has been successfully employed for other related problems, such as the permutation flowshop with total completion time objective (see Fernandez-Viagas and Framinan, 2015), or the customer order scheduling problem (see Leung et al., 2005).
O	Al-Anzi and Allahverdi (2006a) propose three constructive heuristics for the problem: heuristic S1 is obtained by sorting the jobs in non descending order of pj.
P	The S1–S3 heuristics have not been compared with other heuristics, although they are used by Al-Anzi and Allahverdi (2006a) as starting seeds for two metaheuristics for the problem.
P	Finally, Al-Anzi and Allahverdi (2006a) propose two algorithms for the problem, labelled A1 and A2.
P	As our intention is to provide an estimate of the completion times of this artificial job, we suggest sorting the unscheduled jobs according to Algorithm S2, which is the sorting algorithm providing the best results according to the computational experience by Al-Anzi and Allahverdi (2006a).
O	There are several metaheuristics available for the problem, all by Al-Anzi and Allahverdi (2006a): a simulated annealing algorithm, a Tabu Search algorithm, and a Hybrid Tabu Search algorithm (HTS in the following).
N	Although the performance of HTS is excellent (according to AlAnzi and Allahverdi, 2006a it provides an average 0.15% deviation from the best known solutions in an extensive testbed), we believe that there is room for improvement by allowing a higher diversification in the exploration of solutions.
O	To change the type of neighbourhood if the algorithm is stuck in a local optima, borrowing ideas from Variable Neighbourhood Search or VNS (Mladenovic´ and Hansen, 1997).
P	To do so, we generate a testbed using the parameters given by Allahverdi and Al-Anzi (2009).
N	Second, we compare the best-so-far metaheuristic for the problem (the Hybrid Tabu Search by Allahverdi and Al-Anzi, 2009) with the Variable Local Search proposed in Section 4.
O	In addition, we also compare the best-so-far metaheuristic for the multi-machine assembly problem (the Artificial Immune System by Al-Anzi and Allahverdi, 2013, see Section 1).
O	TCK1 and TCK2 heuristics by Tozkapan et al. (2003).
O	S1–S3 and A1, A2 heuristics by Al-Anzi and Allahverdi (2006a).
P	Regarding the rest of heuristics, the experiment confirms the results already obtained by Al-Anzi and Allahverdi (2006a), although the statistical analysis allows to assert that TCK2 is better than A1.
O	In addition, we include the bestso-far metaheuristic available for the multi-machine assembly case, i.e. the AIS algorithm by Al-Anzi and Allahverdi (2013).
N	We first analyse some problem properties and correctly formulate some flaws found in the work by Al-Anzi and Allahverdi (2006a).
O	The Ring Spur Assignment Problem introduced in Carroll et al. (2011) arises in the design of nextgeneration telecommunications networks and can be considered as a location-allocation problem.
O	Such a resilient network is indeed a logical topology for an existing physical infrastructure –that is, we exploit the pre-installed capacity in the physical synchronous digital hierarchy (SDH) (Carroll et al., 2013).
P	Figure 1b represents an optimal solution to the instance ’France’ in Figure 1a from SNDlib (Orlowski et al., 2007).
P	In Carroll et al. (2011), the authors proposed two formulations for this problem.
P	Carroll et al. (2013) relying on the formulation F1 in Carroll et al. (2011), identified several classes of valid inequalities and proposed the corresponding separation routines.
P	Carroll and McGarraghy (2013) decomposed the problem into two integer programming (IP) problems and described a branch-and-cut decomposition heuristic algorithm.
O	From the network topology perspective, the problem has some similarity with some variants of hub location problems such as (Rodríguez-Martín et al., 2014), the plant-cycle location problem (Labbé et al., 2004), the team-orienteering problem (Fischetti et al., 1998b) and the multiple depots ring star problem (Sundar and Rathinam, 2014).
P	In earlier works, e.g. Carroll et al. (2013), the authors employed a ring representative node approach to model the local rings and derive the ring bound constraints, resulting in larger initial models.
N	It must be noted that b is an instance-dependent penalty parameter calculated independently for every problem instance in such a way that spur arcs are discouraged (see Carroll et al. (2013) and Carroll et al. (2011)).
O	let S a and S b be two disjoint components of the tertiary-level network (Carroll et al., 2013):
O	Carroll et al. (2013) defines the ghost ring as follows.
O	Our aim here is to use the feasibility pump heuristic (Fischetti et al., 2005) to find a feasible solution during B&B and to propose a way to polish (if possible) and improve such solutions on the basis of the information from the problem instance.
N	Should this be true, the improvement can be significant, as the values of the spur arc penalty in Carroll et al. (2013) for the SNDlib problem instances is b, 3 ≤ b ≤ 17, times more expensive than the cost of normal edges.
P	The following inequalities proposed in Rodríguez-Martín et al. (2014) are valid for P(RS AP2):
P	See the proof in Rodríguez-Martín et al. (2014).
P	We then use the max-flow algorithm of Edmonds and Karp (1972) between every pair of nodes, say i and j.
O	We then use the max-flow algorithm of Edmonds and Karp (1972) between every pair of nodes, say i and j and identify S and V † /S .
O	We then enumerate all the cycles in such a graph using Tiernan’s method (see Tiernan (1970)) and examine every cycle to identify the violated cuts.
N	While Fischetti et al. (1998a) and other researchers proposed several heuristic separation algorithms for such constraints, our initial computational experiments confirm that for this problem such techniques are not sufficiently successful in identifying the 2-matching structures (in particular in the tertiary level subgraph).
P	Letchford and Lodi (2002) proposed a polynomial-time algorithm for separating such inequalities. 
O	Therefore, we opt to find combs based on block decomposition as used for the classical TSP implemented in Concorde (Applegate et al., 2007) (it can be downloaded at Cook’s).
O	The tolerance  is set to 1e-6 and the max-flow problems are solved using the Boost implementation of Edmonds and Karp (1972) algorithm for directed graphs (with the undirected graphs being converted to directed ones in an appropriate way).
O	In order to carry out our computational experiments, we use the instances from SNDlib (exactly those instances used in Carroll et al. (2013)).
N	The parameter b is calculated in the same manner as in Carroll et al. (2013) and is such that establishing spur arcs is not encouraged.
N	It is not trivial to perform a fair comparison between this model and the model in Carroll et al. (2013), in terms of computational behaviour.
P	However, our primary computational experiments show that when both codes run on the same hardware, this combination of model and the branch-and-cut approach we have devised is, in general, superior to the one in Carroll et al. (2013) with respect to both the computational time and the number of instances that are solved to optimality.
O	In Carroll et al. (2013), within a time limit of 3 hours: for ’giul39’, the authors report a feasible solution with an integrality gap of 10.65 per cent; for ’pioro40’, a solution with a gap of 23.44 percent; for ’Germany’, one with a gap of 0.51 per cent, while the process run into memory issues after around 8,000 seconds, and for ’ta2’ a solution with a gap of ’2.46’.
P	In fact, we can say that the feasible solutions for ’ta2’ and ’Germany’ reported in Carroll et al. (2013) are indeed optimal solutions.
O	In this paper, we have proposed an integer programming model for the Ring Spur Assignment Problem (RSAP) that was introduced in Carroll et al. (2013).
P	The (discrete) 1-center problem (Agarwal et al., 1998), a discrete facility location problem, and the Weber problem, (Drezner, 1992; Drezner and Hamacher, 2002), a continuous facility location problem, are among the most famous SFLPs.
O	A standard approach for solving the Weber problem is the Weiszfeld method (Weiszfeld and Plastria, 2009) which is a simple closed form iterative formula.
P	Several studies investigate the convergence of the Weiszfeld method, see e.g., Chandrasekaran and Tamir (1989), Katz (1974), Kuhn (1973), and a number of modifications have been developed, see e.g., Vardi and Zhang (2001), since its first introduction by Weiszfeld in 1937.
O	Distribution and transportation related activities are growing all over the world, especially in urban areas, due to a continuous increase in the demand of goods and services (The Population Division of the Department of Economic and Social Affairs of the United Nations, 2016).
P	Thus, the importance of green freight transportation in city logistics has been growing to reduce the harmfuleffects of CO2 emission (Demir et al., 2014b).
P	For instance, in the context of the traveling salesman problem, the authors in Urquhart et al. (2010b) use an evolution ary algorithm to discover tours with low CO2 emission.
O	For the vehicle routing problem with time windows (VRPTW), the work in Urquhart et al. (2010a) investigates, using evolutionary algorithms, the trade-off between the number of vehicles used, total CO2 emission, and the total distance traveled.
P	Figliozzi in Figliozzi (2011) considers a time-dependent vehicle routing problem which takes the effects of congestion and speeds of the vehicles on the emission amounts into account.
P	Bektas¸ and Laporte (2011) introduce an extension of the VRPTW named as the pollution routing problem (PRP) which minimizes fuel emission and driver costs.
O	Their solution approach is based on the discretization of the speeds on roads while ignoring a part of the fuel consumption formula in the comprehensive modal emission model (CMEM) (Barth et al., 2005).
P	The authors in Demir et al. (2012) develop an adaptive large neighborhood search algorithm (ALNS) in order to solve the PRP.
O	The bi-objective PRP is studied in Demir et al. (2014a) where the cost of CO2 emission and the drivers’ wages are considered as two conflicting objectives and ALNS is used as the solution procedure along with a speed optimization algorithm.
P	A matheuristic approach for the PRP is proposed in Kramer et al. (2015).
P	We assume that the amount of CO2 emitted by a vehicle is proportional to its fuel consumption which is aligned with the related literature, see e.g., Demir et al. (2011).
P	For a review and comparison of different vehicle emission models, the reader is referred to Demir et al. (2011).
P	As the fuel consumption model, we use the comprehensive modal emission model (CMEM), suggested in Barth et al. (2005), for heavy-good vehicles.
P	The reader is referred to the survey papers (Alizadeh and Goldfarb, 2003; Lobo et al., 1998) for an overview of second order cone programming, algorithms, and application areas.
N	A worst case complexity of the GWP, due to the SOCP formulation, is O(n3.5) (Lobo et al., 1998), where n is the number of customers.
O	According to Kovacs et al. and Pillac et al., the FTSP is an extension of the vehicle routing problem with time windows (VRPTW), which is NP-hard.
O	Tsang and Voudouris and Xu and Chiu were among the first authors to study the problem.
P	Hashimoto et al. applied the Greedy Randomized Adaptive Search Procedure (GRASP) metaheuristic and Cordeau et al. developed constructive heuristics and customized the Adaptive Large Neighborhood Search (ALNS) heuristic to solve this problem.
P	Kovacs et al. studied a similar problem considering tasks with the same priority but with different time windows.
P	In Dohn et al. the number of assigned tasks in a day is maximized subject to restrictions related to the teams and tasks time windows and with a limited number of teams.
O	Li et al. intended to minimize the total number of workers and total displacement in the port of Singapore by allocating different types of workers in teams.
P	In Overholts II et al. the daily maintenance of military equipment in USA is scheduled to maximize the weighted sum of the maintenance tasks performed.
N	In Tsang and Voudouris, the objective was the minimization of the total cost: the cost of displacement of engineers, the cost of overtime, and the cost (or penalty) of tasks not executed.
P	Tang et al. developed a tabu search metaheuristic for a real problem of United Technologies Corporation.
O	Pillac et al. analyzed the similarity between the technician routing and scheduling problem and the vehicle routing problem with time windows.
P	Recently, Cort´es et al. presented a real problem of maintenance of printing machines and digital copiers of a large company in Santiago, Chile.
P	Observe that while Tang et al., Overholts II et al., Cordeau et al., and Hashimoto t al. directly consider the priorities of the tasks, Tsang and Voudouris, Li et al., Dohn et al., Kovacs et al., Pillac et al. , and Cort´es et al. tackle the allowed time windows to perform the tasks.
P	As far as we know, the only research that simultaneously approaches these relevant characteristics of the maintenance services, as well as working hours of technicians, is the one presented by Xu and Chiu.
P	Motivated by the practical relevance of the FTSP, e.g. [1, 2, 3, 5, 6, 7, 11], and the reduced number of studies that consider time windows and priorities of the tasks concurrently, in the present paper we consider the same problem addressed by Xu and Chiu through the development of methods that explore these specific characteristics.
P	Introduced by Holland in 1975, the genetic algorithms (GAs) are inspired by Darwin’s evolution theory and work with populations of solutions that evolve over successive generations.
P	For instance, Gon¸calves et al. applied the RKGA to the job shop problem and achieved the best known results in the literature in 72% of the tested problems, outperforming seven different versions of GA and other metaheuristics, such as Simulated Annealing and GRASP.
P	Comparisons between standard GA, RKGA, and BRKGA for different optimization problems can be found in Gon¸calves and Resende and Gon¸calves et al.; the authors concluded that the BRKGA is more effective than the RKGA.
P	Noronha et al. studied the problem of Routing and Wavelength Assignment and the results obtained by BRKGA outperformed the best heuristics from the literature (the best fit decreasing heuristic and the partition coloring problem heuristic), both in quality and computational cost.
O	According to Mor´an-Mirabal et al., the BRKGA metaheuristic can be described as follows.
O	Table 7 shows the minimum, average, and standard deviation of GAPUB considering the 80 instances of each case for the three proposed constructive heuristics and the heuristic developed by Xu and Chiu, hence forth denoted by XC.
O	Based on Gon¸calves and Resende, the following parameter values were analyzed:
O	Aiming to compare the proposed metaheuristic with other methods from the literature, the performance of the BRKGA-STT when applied to the problem addressed by Kovacs et al. [4] was analyzed.
O	Undheim et al. present different ways to implement standby redundancy in a cloud context. 
P	Moreover, software systems and conceptual frameworks that employ standby redundancy by running passive standby VMs on the infrastructure are proposed by Cully et al. and Distler et al.
P	Ashrafi et al. present optimization models with the goal to optimize the reliability of a software system.
O	More recently, Meedeniya et al. use multi-objective optimization to explore the trade-off between reliability and energy consumption when building redundancy into an embedded system.
O	A recent survey on resource management in clouds is found in Jennings and Stadler.
P	Speitkamp and Bichler present static optimization models for the problem of placing VMs on servers in enterprise data centers.
P	In relation to the B&P algorithm proposed in this paper, the solution approach of Kramer et al. is interesting since it is one of the few approaches in the VM placement literature that is based on column generation.
O	Both Kramer et al. and Breitgand and Epstein end the column generation after solving the linear relaxation of the restricted master problem to optimality.
O	Shi et al. consider a similar static placement problem that includes requirements specifying that a set of VMs should run on different nodes for fault tolerance reasons, or the a node can only run a set of VMs from the same user for security reasons.
O	Furthermore, Goudarzi and Pedram and Ardagna et al. regard a dynamic placement problem of an IaaS provider, which considers placement of multi-tier services with decisions related to the load balancing and bounds on the performance. 
O	However, Bin et al. regard a related placement problem of an IaaS provider where the VMs are allocated a fixed number of backup locations to which they can be migrated in case of a failure.
O	Gullhav et al. present a method that takes the number of active and passive replicas of each component, the assigned resources (translated to service times of the requests) of the replicas and failure probabilities as input, and outputs an approximated response time distribution of the service.
P	This strategy is also used in the literature, e.g., by Gunnerud et al. which find all their integer solutions by solving an IP.
P	We also compare a multiplicative penalty function constraint handling technique of Schl¨unz et al. for multiobjective optimisation to the constrained-domination technique proposed by Deb et al.
O	Improvements on Engrand’s algorithm were suggested by Suppapitnarm et al., with Kellar suggesting further refinements on the improved algorithm.
P	The first application of a state-of-the-art multiobjective metaheuristic to an MICFMO problem instance that we could find, appeared in 2009 in a paper by Hedayat et al. in which the authors applied the NSGA-II.
O	Several years later, in 2014, Schl¨unz et al. applied the MOOCEM to a constrained MICFMO problem instance and compared the optimisation results to historical and heuristic solutions.
O	Shortly thereafter, Schl¨unz et al. also used the MOOCEM within the context of validating a scalarising approach for MICFMO.
P	Along with the NSGA-II algorithm, Deb et al. proposed a constraint handling technique using their so-called constrained-domination principle (CDP).
P	This led Schl¨unz et al. to develop a new constraint handling technique based on a multiplicative penalty function (MPF).
P	The highly-popular NSGA-II was developed by Deb et al. as an improvement over its predecessor.
P	Zitzler et al. developed the SPEA2, also as in improvement over its predecessor.
P	In the second approach, proposed by Hu et al. solutions are explicitly represented as permutations while the velocity-update flight operator is redefined based on the similarity of two solutions.
P	It was found that the permutation-based approach by Hu et al. yielded the most promising results and, as such, we implemented it in our OMOPSO implementation.
P	The P-ACO algorithm was developed by Doerner et al. for solving the multiobjective portfolio selection problem.
P	The AMOSA algorithm, developed by Bandyopadhyay et al. , is one of the latest multiobjective simulated annealers.
O	Schl¨unz et al. first applied the MOOCEM to the MICFMO problem.
O	Recall that Hedayat et al. were the first to apply the NSGA-II to the MICFMO problem.
O	Our implementation of the OMOPSO algorithm also demonstrates the applicability of the permutation-based approach by Hu et al.as an alternative to the random keys approach used in the single-objective particle swarm optimisation ICFMO literature.
O	Derrac et al. discuss two types of analyses that are typically performed in comparative studies, namely single-problem and multi-problem analyses.
O	Chen et al. added the assumption that players have piecewise constant valuation functions, and provided a proportionally fair and envy-free deterministic DSIC mechanism.
O	A randomized DSIC super-fair division is discussed in Mossel and Tamuz and Chen et al.
O	In Cohler et al., the authors provided a tractable, nearly optimal envy-free mechanism when the agents truthfully report their valuations of the cake.
P	To do so, we implement the algorithm proposed in Hoang et al., which uses the concept of return functions. 
O	We wish to mention from the outset that there is a huge difference between this paper and Hoang et al. , namely, the focus here is on selecting or designing a mechanism, whereas in Hoang et al. no such issue is involved as the mechanism is given. 
P	We propose to use the method introduced by Hoang et al. [2010], where the key feature is the introduction of the return function.
P	In Hoang et al. [2010], the authors proved that strategy profiles could be substituted by return-function profiles in order to study best-reply dynamics and Bayesian–Nash equilibria.
P	Based on these remarks, Hoang et al. [2010] designed an algorithm for computing Bayesian–Nash equilibria, where the core idea is to track a sort of fictitious play dynamics in the space of returnfunction profiles to search for a fixed point.
P	We refer to Hoang et al. [2010] for further discussions on this weighting.
O	However, in Hoang et al. [2010], the authors discuss theoretical convergence under some hard-to-verify assumptions and show numerically, in a setting similar to the example considered in Section 3, that such an algorithm does converge to an equilibrium.
O	In Hoang et al. [2010], it was shown numerically (and in some instances, analytically) that the ideal mechanism is not BIC.
O	Also in Hoang et al. [2010], it was experimentally shown that these numbers are sufficient to stabilize the sequence of best-reply return functions.
O	Interestingly, computations by Hoang et al. [2010] show that the Bayesian–Nash equilibrium strategy of the ideal mechanism consists in overbidding undesirable attributes while underbidding desirable ones.
P	The cornerstone of this approach is the computation of Bayesian–Nash equilibria with a fictitious play on return-function profiles, as presented by Hoang et al. [2010].
P	In the previous study of Lessing et al. [2004] and Crawford et al. [2006] for solving the SCP using ACO-based algorithms, an ant builds a solution by choosing one of the unselected columns at each step until all rows are covered.
O	To minimize the number arcs (columns) from which an ant can choose one at each step, Ren et al. [2010] and later Al-Shihabi et al. [2015] used a different construction graph. In this graph, an ant first selects row ^ i to cover, and then column j ∈ J^ i.
P	The instances were introduced by Pessoa et al. [2013], where they have modified a set of SCP instances.
P	We adopt the local search of Ren et al. [2010], which is used to solve the SCP, to improve the solutions found by ants.
O	Pseudo-code for the local search algorithm used in Ren et al. [2010].
P	To benchmark their GRASP-PR algorithm, Pessoa et al. [2013 solved all instances using the default setting of the CPLEX 11 solver.
O	Using CPLEX11, Pessoa et al. [2013] obtained the optimum solutions for a substantial number of instances: all 45 instances of the k = kmin group and 25 instances of the k = kmed and k = kmas groups.
O	A joint replenishment problem (JRP) coordinates the replenishment of multiple items that are jointly ordered and shipped by using a single truck (Goyal 1974; Moon and Cha 2006).
N	As a result, the total cost of the JRP will be less than that of the system, where the items are replenished individually (Khouja and Goyal 2008).
O	Hence, the main objective of the JRP is to minimize the total cost by determining the best family cycle time and replenishing frequency for each item (e.g., Khouja and Goyal 2008; Robinson et al. 2009).
P	For example, a simple procedure to determine the order quantities for a group items was proposed in Shu (1971).
P	An enumeration approach to determine the optimal order quantities of a group of items was proposed in Goyal (1974).
P	Then, a non–iterative method to solve the JRP was proposed in Silver (1975).
P	After that, direct grouping strategy and indirect grouping strategy were compared in van Eijis et al. (1992), and the indirect grouping strategy was recommended based on the percentage of the total cost saving.
O	Moreover, two heuristic procedures to determine the optimal solution for the JRP was presented in Hariga (1994).
P	Lipschitz optimization technique was applied to propose an efficient optimal solution in Wildeman et al. (1997).
P	A heuristic called “RAND” was introduced in Kaspi and Rosenblatt (1983) and then, the method was further improved in Kaspi and Rosenblatt (1991).
P	Performance of the “RAND” and genetic algorithm (GA) to solve the JRP was compared in Khouja et al. (2000).
P	In addition, a modified “RAND” heuristic algorithm called “QD–RAND” was proposed to solve the basic JRP in Cha and Moon (2005).
P	Heuristics methods such as GA and “C-RAND” were used to solve a constrained JRP and performance was compared in Moon and Cha (2006).
P	Though there are many heuristics methods to solve different types of the JRP such as a basic JRP, constrained JRP, and JRP with quantity discount, GA and evolutionary algorithm (EA) are more effective (e.g., Olsen 2008).
O	Moreover, solutions obtained from the GA with local search as well as the “RAND” were compared with the global optimal solution in Hong and Kim (2009), and based on the analysis, it is concluded that the solutions obtained from GA and “RAND” were very close to that of the global optimum.
O	Recently, GA is also used to solve a constrained multi–products economic production models (e.g., C´ardenas-Barr´on et al. 2012; C´ardenas-Barr´on et al. 2014).
O	In the literature, the two-dimensional GA has been used to solve different problems, for example, cutting problem, knapsack problem, and packing problem (e.g., Herbert and Dowsland 1996; Ono and Ikeda 1998; Bortfelldt 2006; Bortfelldt and Winter 2009).
O	Moreover, the same technique was applied in physics to solve different problems, for example, ising problem, entropic method, and photonic crystal slab (e.g., Anderson et al. 1991; Jia et al. 2009).
P	In addition, Olsen (2008) indicated that EA is the most effective and a natural choice to solve a constrained JRP, and hence, we also used an EA to solve the JRP.
O	For example, Goyal (1975) and Moon and Cha (2006) investigated a JRP with a budget constraint.
P	Khouja et al. (2000) studied a JRP with a maximum load constraint.
O	In particular, defective items with economic order quantity model has been investigated in Porteus (1986), Rosenblatt and Lee (1986), Salameh and Jaber (2000), C´ardenas-Barr´on (2000), Goyal and C´ardenas-Barr´on (2002), Papachristos and Konstantaras (2006), Maddah and Jaber (2008), and Wahab and Jaber (2010). 
O	For example, Paul et al. (2014) studied an unconstrained JRP with defective items.
O	In the literature, such restrictions among items have been considered in JRP (e.g., Olsen 2008; Wang et al. 2012).
O	Hence, a particular number of best chromosomes will be imitated to the next generation with a certain probability (Beasley et al. 1993; Kruse et al. 2013).
O	A horizontal crossover is implemented by randomly selecting any row of two parent chromosomes and exchange them (e.g., Anderson et al. 1991).
O	A horizontal mutation is implemented where a row of the chromosome will arbitrarily be selected, and then two genes will be exchanged randomly (Beasley et al. 1993; Kruse et al. 2013).
P	Olsen (2008) proposed an evolutionary algorithm (EA) to solve a constrained JRP.
O	This problem can also be investigated by using another solution methodology, differential evolution method (e.g., Wang et al. 2012) and then it can be compared with the proposed GA.
O	The special case of a 2EVRP with only one satellite can be seen as a VRP (Cuda et al., 2015; Perboli et al., 2011).
O	The structure of the second level is a multi-depot vehicle routing problem (MDVRP), where the depots correspond to the satellite locations (Jepsen et al., 2012).
O	Following the notations of Boccia et al. (2011) we focus on 3/T /T problems.
P	Jacobsen and Madsen (1980) were amongst the first to introduce a twoechelon distribution optimisation problem.
P	An improved solution algorithm for the same problem can be found in Madsen (1983).
O	Following the nomenclature of the authors and the classification in the recent survey on two-echelon routing problems by Cuda et al. (2015), the problem includes location decisions.
O	Crainic et al. (2004) used data from Rome to study an integrated urban freight management system.
